Name of movie,YEAR,RATES,METASCORE,gross_collection,Votes,Watch Time,Genre,Certificate,Description,Director,Stars
Cadillac Records,2008,7.0,65,"8,195,551",22679,109,"Biography, Drama, Music",R,Chronicles the rise of Chess Records and its recording artists.,"
Darnell Martin","Adrien Brody, Jeffrey Wright, Beyoncé, Columbus Short"
Angel-A,2005,7.0,48,"202,200",35092,91,"Comedy, Drama, Fantasy",R,A beautiful woman helps an inept scam artist get his game together.,"
Luc Besson","Rie Rasmussen, Jamel Debbouze, Gilbert Melki, Serge Riaboukine"
Man cheng jin dai huang jin jia,2006,7.0,70,"6,566,773",45466,114,"Action, Drama, Romance",R,"During China's Tang dynasty the emperor has taken the princess of a neighboring province as wife. She has borne him two sons and raised his eldest. Now his control over his dominion is complete, including the royal family itself.","
Yimou Zhang","Chow Yun-Fat, Gong Li, Jay Chou, Ye Liu"
Badhaai Do,2022,7.0,NAN,20472,20472,147,"Comedy, Crime, Drama",UA,Shardul Thakur Flaglot and Suman Singh enter into a marriage of convenience but chaos ensues when her unhinged girlfriend comes to stay with them.,"
Harshavardhan Kulkarni","Rajkummar Rao, Bhumi Pednekar, Chum Darang, Sheeba Chaddha"
Alphaville: Une étrange aventure de Lemmy Caution,1965,7.0,NAN,"46,585",26886,99,"Drama, Mystery, Sci-Fi",N/A,A U.S. secret agent is sent to the distant space city of Alphaville where he must find a missing person and free the city from its tyrannical ruler.,"
Jean-Luc Godard","Eddie Constantine, Anna Karina, Akim Tamiroff, Valérie Boisgel"
The Boxer,1997,7.0,75,"5,799,672",21774,113,"Drama, Romance, Sport",A,"Young Danny Flynn is released from prison 14 years after ""taking the rap"" for the IRA and tries to rebuild his life in his old Belfast neighborhood.","
Jim Sheridan","Daniel Day-Lewis, Emily Watson, Daragh Donnelly, Frank Coughlan"
Dog Pound,2010,7.0,57,13154,13154,91,"Crime, Drama",N/A,"Three juvenile delinquents are sentenced to a correctional facility where they encounter gang violence, death, and harassment from staff and other inmates.","
Kim Chapiron","Adam Butcher, Shane Kippel, Matthew Morales, Slim Twig"
Latter Days,2003,7.0,45,"819,939",18322,107,"Comedy, Drama, Romance",R,"A promiscuous gay party animal falls for a young Mormon missionary, leading to crisis, cliché, and catastrophe.","
C. Jay Cox","Wes Ramsey, Steve Sandvoss, Mary Kay Place, Amber Benson"
Infamous,2006,7.0,68,"1,150,403",17940,110,"Biography, Crime, Drama",R,"While researching his novel ""In Cold Blood"", Truman Capote develops a close relationship with convicted murderers Dick Hickock and Perry Smith.","
Douglas McGrath","Toby Jones, Daniel Craig, Sandra Bullock, Sigourney Weaver"
L'incredibile storia dell'Isola delle Rose,2020,7.0,NAN,23798,23798,117,"Adventure, Comedy, Drama",13,"An idealistic engineer builds his own island off the Italian coast and declares it a nation, drawing the world's attention. Values are tested when the Italian Government declares him an enemy, but to change the world risks must be taken.","
Sydney Sibilia","Elio Germano, Leonardo Lidi, Matilda De Angelis, Tom Wlaschiha"
I Walked with a Zombie,1943,7.0,NAN,13250,13250,69,"Drama, Fantasy, Horror",N/A,"A nurse is hired to care for the wife of a sugar plantation owner, who has been acting strangely, on a Caribbean island.","
Jacques Tourneur","Frances Dee, Tom Conway, James Ellison, Edith Barrett"
Hundraåringen som klev ut genom fönstret och försvann,2013,7.0,58,"1,083,762",42021,114,"Adventure, Comedy",R,"After living a long and colorful life, Allan Karlsson finds himself stuck in a nursing home. On his 100th birthday, he leaps out a window and begins an unexpected journey.","
Felix Herngren","Robert Gustafsson, Iwar Wiklander, David Wiberg, Mia Skäringer"
Naega salinbeomida,2012,7.0,NAN,11374,11374,119,"Action, Crime, Thriller",N/A,Lee Du-Seok publishes an autobiography describing murders he committed after the statute of limitations expires. A detective and one of the victim's mothers search for the author while an anonymous person claims to be the real killer.,"
Byung-gil Jung","Jae-yeong Jeong, Shi-hoo Park, Hae-Kyun Jung, Yeong-ae Kim"
Secret of the Wings,2012,7.0,NAN,13609,13609,75,"Animation, Family, Fantasy",N/A,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,"Directors:
Bobs Gannaway, 
Peggy Holmes","Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett"
Better Luck Tomorrow,2002,7.0,67,"3,802,390",10353,101,"Crime, Drama, Romance",R,A group of over-achieving East Asian American high school seniors enjoy a power trip when they dip into extracurricular criminal activities.,"
Justin Lin","Parry Shen, Jason Tobin, Sung Kang, Shirley Anderson"
XXY,2007,7.0,67,"46,011",14750,86,"Drama, Romance",N/A,"The story of an intersex fifteen-year-old. She lives with her parents, who have to cope with the challenges of her medical condition.","
Lucía Puenzo","Ricardo Darín, Valeria Bertuccelli, Germán Palacios, Carolina Pelleritti"
8 femmes,2002,7.0,64,"3,076,425",33732,111,"Comedy, Crime, Musical",R,"One murdered man, eight women, each seeming to be eager than the others to know the truth. Gimme, gimme, gimme some clues to make up my mind. And eventually enter the truth. Oh, thou cruel woman!","
François Ozon","Fanny Ardant, Emmanuelle Béart, Danielle Darrieux, Catherine Deneuve"
Indochine,1992,7.0,NAN,"5,734,232",10638,160,"Drama, Romance, War",PG-13,"Eliane adopts Camille, whose Vietnamese parents were friends. In 1930, a French navy officer is interested in Eliane (owns 60km2 plantation) and later in Camille. There's an uprising in Vietnam against French colonial power.","
Régis Wargnier","Catherine Deneuve, Vincent Perez, Linh-Dan Pham, Jean Yanne"
Happy-Go-Lucky,2008,7.0,84,"3,494,485",40653,118,"Comedy, Drama, Romance",R,"A look at a few chapters in the life of Poppy, a cheery, colorful, North London schoolteacher whose optimism tends to exasperate those around her.","
Mike Leigh","Sally Hawkins, Alexis Zegerman, Samuel Roukin, Elliot Cowan"
Flash of Genius,2008,7.0,57,"4,234,040",17630,119,"Biography, Drama",PG-13,Robert Kearns takes on the Detroit automakers who he claims stole his idea for the intermittent windshield wiper.,"
Marc Abraham","Greg Kinnear, Lauren Graham, Alan Alda, Tim Eddis"
Dil Dhadakne Do,2015,7.0,NAN,19212,19212,170,"Comedy, Drama, Romance",UA,The Mehra family must contemplate over their way of living and their love lives while on a cruise celebrating their 30th wedding anniversary.,"
Zoya Akhtar","Anil Kapoor, Shefali Shah, Priyanka Chopra Jonas, Ranveer Singh"
Going My Way,1944,7.0,90,"16,300,000",12815,126,"Comedy, Drama, Music",N/A,"When young Father O'Malley arrives at St. Dominic's, old Father Fitzgibbon doesn't think much of the church's newest member.","
Leo McCarey","Bing Crosby, Barry Fitzgerald, Frank McHugh, James Brown"
Tacones lejanos,1991,7.0,51,"1,710,057",17010,112,"Comedy, Drama, Romance",A,A singer returns after 15 years abroad to perform in Madrid and finds her 27 y.o. daughter married to one of her mom's ex-lovers.,"
Pedro Almodóvar","Victoria Abril, Marisa Paredes, Miguel Bosé, Anna Lizaran"
Robot & Frank,2012,7.0,67,"3,325,638",65327,89,"Comedy, Crime, Drama",PG-13,"In the near future, an ex-jewel thief receives a gift from his son: a robot butler programmed to look after him. But soon the two companions try their luck as a heist team.","
Jake Schreier","Peter Sarsgaard, Frank Langella, Susan Sarandon, Liv Tyler"
Qu'est-ce qu'on a fait au bon Dieu?,2014,7.0,NAN,44530,44530,97,Comedy,N/A,A French Catholic couple sees their life get turned upside-down when their four daughters get married to men of different nationalities and religions.,"
Philippe de Chauveron","Christian Clavier, Chantal Lauby, Ary Abittan, Medi Sadoun"
Cul-de-sac,1966,7.0,75,13665,13665,112,"Comedy, Drama, Thriller",N/A,"In search of help, two wounded gangsters on the run find refuge in the secluded castle of a feeble man and his wife; however, under the point of a gun, nothing is what it seems.","
Roman Polanski","Donald Pleasence, Françoise Dorléac, Lionel Stander, Jack MacGowran"
Al final del túnel,2016,7.0,NAN,15277,15277,120,"Crime, Drama, Thriller",N/A,A paraplegic computer engineer in a wheelchair starts hearing noises and voices of bank robbers in his basement.,"
Rodrigo Grande","Leonardo Sbaraglia, Pablo Echarri, Clara Lago, Federico Luppi"
Lik wong,1991,7.0,NAN,14497,14497,91,"Action, Comedy, Crime",Not Rated,"Riki-Oh, a young man who has superhuman strength, is incarcerated in a private prison, where inmates are treated like slaves. He is forced to use his unstoppable form of martial arts to destroy the corrupt officials and their lackeys.","
Ngai Choi Lam","Siu-Wong Fan, Mei Sheng Fan, Ka-Kui Ho, Yukari Ôshima"
The Sapphires,2012,7.0,67,"2,448,455",14952,103,"Biography, Comedy, Drama",PG-13,"In 1968, four talented young Australian Aboriginal girls learn about love, friendship, and war when their all-girl group The Sapphires entertains the US troops in Vietnam.","
Wayne Blair","Chris O'Dowd, Deborah Mailman, Jessica Mauboy, Shari Sebbens"
Hevi reissu,2018,7.0,72,"10,153",10204,92,"Comedy, Music",N/A,"After years of playing songs by other artists, the opportunity of a concert in Norway encourages a metal band to compose their own material, but not before overcoming some unexpected difficulties.","Directors:
Juuso Laatio, 
Jukka Vidgren","Johannes Holopainen, Samuli Jaskio, Antti Tuomas Heikkinen, Max Ovaska"
Outsourced,2006,7.0,70,"161,593",12085,103,"Comedy, Drama, Romance",PG-13,"After his entire department is outsourced, an American novelty products salesman (Hamilton) heads to India to train his replacement.","
John Jeffcoat","Josh Hamilton, Ayesha Dharker, Asif Basra, Matt Smith"
Stage Fright,1950,7.0,62,15535,15535,110,"Film-Noir, Mystery, Thriller",N/A,A struggling actress tries to help a friend prove his innocence after he's accused of murdering the husband of a high-society entertainer.,"
Alfred Hitchcock","Marlene Dietrich, Jane Wyman, Richard Todd, Michael Wilding"
People Like Us,2012,7.0,49,"12,412,386",43914,114,"Comedy, Drama",PG-13,"While settling his recently deceased father's estate, a salesman discovers he has a sister whom he never knew about, leading both siblings to re-examine their perceptions about family and life choices.","
Alex Kurtzman","Chris Pine, Elizabeth Banks, Michelle Pfeiffer, Olivia Wilde"
Frequently Asked Questions About Time Travel,2009,7.0,NAN,35720,35720,83,"Comedy, Sci-Fi",N/A,"While drinking at their local pub, three social outcasts attempt to navigate a time-travel conundrum.","
Gareth Carrivick","Chris O'Dowd, Marc Wootton, Dean Lennox Kelly, Anna Faris"
Much Ado About Nothing,I) (2012,7.0,78,"4,328,849",16984,109,"Comedy, Drama, Romance",PG-13,A modern retelling of Shakespeare's classic comedy about two pairs of lovers with different takes on romance and a way with words.,"
Joss Whedon","Alexis Denisof, Amy Acker, Fran Kranz, Jillian Morgese"
My Dog Skip,2000,7.0,61,"34,099,640",21099,95,"Comedy, Drama, Family",U,"A shy boy grows up in 1940s Mississippi with the help of his beloved dog, Skip.","
Jay Russell","Frankie Muniz, Kevin Bacon, Diane Lane, Luke Wilson"
Katyn,2007,7.0,81,"118,095",17160,122,"Drama, History, War",N/A,An examination of the Soviet slaughter of thousands of Polish officers and citizens in the Katyn forest in 1940.,"
Andrzej Wajda","Andrzej Chyra, Maja Ostaszewska, Artur Zmijewski, Danuta Stenka"
Mirai no Mirai,2018,7.0,81,"812,794",17443,98,"Animation, Adventure, Drama",U,"A young boy encounters a magical garden which enables him to travel through time and meet his relatives from different eras, with guidance by his younger sister from the future.","
Mamoru Hosoda","Rebecca Hall, John Cho, Daniel Dae Kim, Crispin Freeman"
The Fountainhead,1949,7.0,NAN,10706,10706,114,"Drama, Romance",N/A,"An uncompromising, visionary architect struggles to maintain his integrity and individualism despite personal, professional and economic pressures to conform to popular standards.","
King Vidor","Gary Cooper, Patricia Neal, Raymond Massey, Kent Smith"
Barda,2007,7.0,NAN,14309,14309,92,"Crime, Drama, Thriller",N/A,A group of college students are captured by another group at a bar and try to survive hours of intense violence. Adapted from a true crime.,"
Serdar Akar","Nejat Isler, Hakan Boyav, Serdar Orçin, Erdal Besikçioglu"
The Stunt Man,1980,7.0,77,"7,063,886",10202,131,"Action, Comedy, Drama",N/A,"A fugitive stumbles onto a movie set just when they need a new stunt man, takes the job as a way to hide out and falls for the leading lady while facing off with his manipulative director.","
Richard Rush","Peter O'Toole, Steve Railsback, Barbara Hershey, Allen Garfield"
VR (Vikrant Rona),2022,7.0,NAN,28341,28341,148,"Action, Crime, Drama",UA 13+,"Almost half a century ago, a remote village in the middle of a tropical rainforest starts witnessing a series of unexplainable events which they attribute to the supernatural.","
Anup Bhandari","Sudeep, Nirup Bhandari, Neetha Ashok, Jacqueline Fernandez"
White Dog,1982,7.0,NAN,10533,10533,90,"Drama, Horror",N/A,A trainer attempts to retrain a vicious dog that's been raised to attack black people.,"
Samuel Fuller","Kristy McNichol, Christa Lang, Vernon Weddle, Jameson Parker"
Little Voice,1998,7.0,68,"4,595,000",16996,97,"Comedy, Drama, Music",A,"A shy reclusive lady is convinced by an invisible entity to sing. Subsequently, she finds herself noticed by a sleazy talent agent and her talent being showcased on-stage. She also meets a kind but nervous man who becomes her best friend.","
Mark Herman","Brenda Blethyn, Jane Horrocks, Michael Caine, Ewan McGregor"
Main Hoon Na,2004,7.0,NAN,"1,722,450",38831,179,"Action, Comedy, Drama",UA,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.","
Farah Khan","Shah Rukh Khan, Sushmita Sen, Suniel Shetty, Zayed Khan"
Beavis and Butt-Head Do the Universe,2022,7.0,70,12674,12674,87,"Animation, Comedy, Sci-Fi",N/A,"After a ""creative"" judge sentences them to space camp, a black hole sends our adolescent heroes 24 years into the modern future where the duo misuse iPhones, embark on a quest to score, and become targets of the Deep State.","Directors:
Albert Calleros, 
John Rice","Mike Judge, Gary Cole, Nat Faxon, Chi McBride"
To End All Wars,2001,7.0,NAN,11432,11432,125,"Action, Drama, War",Not Rated,A true story about four Allied POWs who endure harsh treatment from their Japanese captors during World War II while being forced to build a railroad through the Burmese jungle. Ultimately ...                See full summary »,"
David L. Cunningham","Robert Carlyle, Kiefer Sutherland, Ciarán McMenamin, Mark Strong"
"OSS 117: Le Caire, nid d'espions",2006,7.0,62,"302,752",22450,99,"Action, Adventure, Comedy",N/A,"Secret agent OSS 117 foils Nazis, beds local beauties, and brings peace to the Middle East.","
Michel Hazanavicius","François Damiens, Jean Dujardin, Khalid Maadour, Youssef Hamid"
